식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,카페인(mg)
STD-DB10_2-001844,"과자, 스낵, 밀쌀",S,국가표준식품성분표,,농진청('23),,곡류 및 그 제품,,"과자, 스낵, 밀쌀",,,,,,,100g,447,0.6,9.34,10.71,0.96,78.38,28.76,5.6,21,1.97,218,194,147,68,68,1,0.29,0.424,4.685,12,1.91,,4.67,0.04,4.044,0.641,1.62,0.584,0,125,,1.261,0,1.91,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,3.31,,0.95,,,0,20.37,,4.13,6,,24.72,0,0,0,0,0,0,,,1626.19,,,85.81999999999999,,,,,0,,52.58,,0,0,0,,,4186.87,,,,,,,5.44,,,,,,,,,,,,,,,,,,,,,,400,,553,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001845,"과자, 약과",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"과자, 약과",,,,,,,100g,418,13,5.2,14.3,0.45,67.03,10.51,1.2,13,0.86,73,109,92,0,0,2,0.11,0.023,0.295,0,0,,1.83,0.1,-,-,0.89,0.006,0,10,,0.066,0,0,2.43,1.62,0.38,4.99,1.73,0.14,0.6,0.01,0,19.07,19.07,0,0,0.39,,6.91,,,0,2.65,,0.5600000000000001,11.44,,106.74,37.49,14.02,0,0.99,0,0,,,4890.69,,,310.78,,,,,2.73,,855.9400000000001,,10.34,0,0,,,5188.6,,,,,,,11.28,,,,,,,,,,,,,,,,,,,,,,215,,341,,,,,,,,171,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001846,"과자, 전병, 김",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"과자, 전병, 김",,,,,,,100g,410,0.9,7.48,3.8,1.41,86.45,37.87,1.5,34,3.78,100,209,313,13,0,159,0.125,0.126,-,0,0,,1.38,0.02,-,-,1.91,-,0.34,20,,0.096,0,0,-,-,-,-,-,-,-,-,-,0,0,0,0,0.35,,0.48,,,0.72,35.14,,1.19,1.91,,11.92,0,0,0,0,0,0,,,779.42,,,36.47,,,,,1.5,,42.62,,5.99,0,0,,,1025.89,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,293,,548,,,,,,,,281,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001847,"과자, 초코볼",S,국가표준식품성분표,,식약('96),,곡류 및 그 제품,,"과자, 초코볼",,,,,,,100g,501,1.5,4.3,22.5,1.5,70.2,-,-,119,2,119,258,54,11,11,3,0.06,0.12,0.3,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001848,"과자, 초코파이",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"과자, 초코파이",,,,,,,100g,460,11.6,5.63,22.26,1.14,59.37,32.67,2,91,2.21,108,221,205,14,14,5,0.07000000000000001,0.216,1.083,0,0,,13.35,0.13,0.066,1.017,5.43,0.01,0.15,5,,0.272,0,0,1.63,1.32,0.08,0.48,0.09,0.68,0.32,0.55,0.16,0,0,0,0,0.31,,0.6899999999999999,,,4.85,24.36,,2.47,7.97,,31.21,0,0.59,0,0.77,1.84,0,,,1991.27,,,120.37,,,,,9.789999999999999,,91.97,,3.53,1.33,0,,,5650.56,,,,,,,67.8,,,,,,,,,,,,,,,,,,,,,,183,,314,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001849,"과자, 쿠키, 땅콩버터",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"과자, 쿠키, 땅콩버터",,,,,,,100g,493,1.6,8.359999999999999,20.87,1.2,67.97,22.42,2.4,17,0.84,112,145,346,7,6,8,0,0.06,0.717,0.29,0,,9.970000000000001,0.08,0.656,0.061,0,-,0.04,16,,0,0,0,2.48,1.97,0.17,0.42,0.06,1.12,0.88,1.67,0.53,-,0,-,0,0,,0,,,0,22.42,,0,9.859999999999999,,51.04,0,7.27,0,0,0,0,,,2821.14,,,141.39,,,,,4.73,,64.38,,0,0,0,,,6728.39,,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,320,,558,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001850,"과자, 크래커",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"과자, 크래커",,,,,,,100g,444,3.1,10.4,12.76,1.96,71.8,1.19,2.1,29,0.68,86,136,700,3,1,16,0.037,0.036,0.038,0,0,,6.85,0.28,0,0.038,1.52,0,0,13,,0.413,0,0,0.74,0.54,0.08,0.05,0,0.38,0.8100000000000001,0.1,0,0,0,0,0,0.09,,0.95,,,0.06,0,,0.09,5.1,,25.22,0,0,0,0,0,0,,,1127.58,,,100.45,,,,,1.83,,56.82,,5.24,1.91,0,,,3622.07,,,,,,,223.58,,,,,,,,,,,,,,,,,,,,,,362,,705,,,,,,,,317,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001851,"국수, 생것",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"국수, 생것",,,,,,,100g,291,30.5,7.25,0.87,1.29,60.09,7.39,1.8,13,0.4,49,93,395,0,0,0,0.056,0,0.17,1.02,0,,0.25,0,0.012,0.158,0,-,0.45,7,,0.194,0,0,0.05,0.04,0,0,0,0,0.15,0,0,0,0,0,0,0,,7.39,,,0,0,,0,0.58,,3.04,0,5.66,0,0,0,0,,,464.72,,,7.35,,,,,0,,27.88,,0,0,0,,,76.54000000000001,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,250,,491,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001852,"국수, 말린것",S,국가표준식품성분표,,농진청('14),,곡류 및 그 제품,,"국수, 말린것",,,,,,,100g,368,10.4,10.38,1.24,3.61,74.41,2.57,2.2,19,0.78,92,138,1279,0,0,0,0.094,0.083,0.325,0.36,0,,0.33,0,0.148,0.177,0,-,0,19,,0.162,0,0,0.06,0.03,0.04,0,0,0,0.31,0,0,0,0,0,0,0,,2.57,,,0,0,,0,0.84,,5.14,0,6.91,0,0,0,0,,,657.84,,,10.32,,,,,0,,36.35,,0,0,0,,,126.83,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,356,,685,,,,,,,,308,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001853,"국수, 소면, 말린것",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"국수, 소면, 말린것",,,,,,,100g,370,10,10.36,1.27,3.51,74.88,2.58,1.9,19,0.82,96,125,1274,0,0,0,0.115,0.079,0.34,0.34,0,,0.34,0,0.168,0.172,0,-,0,19,,0.215,0,0,0.11,0.04,0.08,0,0,0,0.51,0,0,0,0,0,0,0,,2.58,,,0,0,,0,0.87,,5.16,0,7.71,0,0,0,0,,,673.48,,,10.15,,,,,0,,35.91,,0,0,0,,,133.2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,352,,675,,,,,,,,307,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001854,"국수, 중면, 말린것",S,국가표준식품성분표,,농진청('14),,곡류 및 그 제품,,"국수, 중면, 말린것",,,,,,,100g,366,10.7,10.4,1.21,3.71,73.94,2.56,2.4,18,0.75,88,150,1284,0,0,0,0.074,0.08799999999999999,0.31,0.38,0,,0.33,0,0.129,0.181,0,-,0,20,,0.109,0,0,0.02,0.02,0,0,0,0,0.1,0,0,0,0,0,0,0,,2.56,,,0,0,,0,0.82,,5.13,0,6.1,0,0,0,0,,,642.2,,,10.5,,,,,0,,36.78,,0,0,0,,,120.46,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,360,,696,,,,,,,,310,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001855,"라면, 말린것",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"라면, 말린것",,,,,,,100g,432,7.1,8.07,13.56,1.79,69.52,1.1,3.8,212,0.45,89,181,327,0,0,1,0.07199999999999999,1.07,0.646,0,0,,6.34,0.11,0.598,0.048,0,0.008,0,6,,0.141,0,0,1.82,1.35,0.14,1.13,0.53,0.8,0.64,1.05,0.19,0,0,0,0,0,,0.88,,,0,0.22,,0,6.43,,20.45,0,0,0,0,0,0,,,1586.56,,,86.56,,,,,1.04,,37.07,,2.14,0,0,,,4679.28,,,,,,,13.97,,,,,,,,,,,,,,,,,,,,,,263,,443,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001856,"라면, 용기라면, 말린것",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"라면, 용기라면, 말린것",,,,,,,100g,453,7.4,7.44,18.04,1.89,65.27,0.53,1.9,224,0.46,78,221,493,0,0,1,0.046,0.803,0.364,0,0,,8.17,0.13,0.298,0.066,0,0.006,0,4,,0.156,0,0,1.89,1.47,0.12,1.21,0.61,0.65,0.5600000000000001,0.96,0.15,0,0,0,0,0,,0.19,,,0,0.27,,0.07000000000000001,8.539999999999999,,31,0,0,0,0,0,0,,,2066.32,,,119.26,,,,,2.8,,49.28,,5.94,0,0,,,6234.9,,,,,,,20.02,,,,,,,,,,,,,,,,,,,,,,252,,337,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001857,"스파게티면, 말린것",S,국가표준식품성분표,,농진청('20),,곡류 및 그 제품,,"스파게티면, 말린것",,,,,,,100g,380,10.6,12.64,1.47,0.74,74.52,2.05,2.7,24,1.31,167,234,6,1,0,6,0.099,0.012,1.629,0,0,,0.36,0,1.372,0.257,0.96,0.067,0,29,,0.882,0,0,0.39,0.23,0.11,0.19,0,0.28,0,0,0,0,0,0,0,0.1,,1.57,,,0,0.27,,0.11,0.95,,5.98,0,0,0,0,0,0,,,717.78,,,13.08,,,,,0,,46.93,,0,0,0,,,162.79,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,375,,901,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001858,"우동면, 생것",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"우동면, 생것",,,,,,,100g,152,64.8,3.15,1.25,0.28,30.47,0.34,1.8,9,0.17,20,16,142,0,0,0,0.08799999999999999,0.007,0.666,0,0,,0.23,0.01,0.588,0.078,0,0,0,7,,0.136,0,0,0.24,0.11,0.01,0.05,0,0.06,1.88,0.34,0,0,0,0,0,0,,0.34,,,0,0,,0,0.6,,5.55,0,0,0,0,0,0,,,355.44,,,8.19,,,,,0,,18.81,,0,0,0,,,209.32,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,96,,189,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001859,"중식면, 생것",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"중식면, 생것",,,,,,,100g,293,29.4,7.36,1.06,2.13,60.03,1.3,0.8,15,0.3,51,255,746,0,0,0,0.073,0.013,0.19,0,0,,0.24,0,0.19,0,0.26,0.023,0,8,,0.87,0,0,0.19,0.09,0.12,0.13,0,0.09,0,0,0,0,0,0,0,0.06,,0.97,,,0,0.13,,0.14,0.63,,2.16,0,0,0,0,0,0.22,,,477.31,,,9.82,,,,,0,,27.36,,0.34,0,0,,,108.96,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,,,214,,464,,,,,,,,181,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001860,"쫄면, 말린것",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"쫄면, 말린것",,,,,,,100g,348,14.2,9.16,1.08,4.27,71.29000000000001,4.5,1.7,19,0.57,73,123,1697,0,0,0,0.022,0.006,2.274,0,0,,0.3,0,1.762,0.512,0,-,0,12,,0.261,0,0,0.04,0.03,0.01,0,0.01,0.01,0.06,0,0.01,0,0,0,0.9,0.84,,2.76,,,0,0,,0,0.73,,5.76,0,0,0,0,0,0,,,551.84,,,10.28,,,,,0,,34.06,,0,0,0,,,121.34,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,315,,645,,,,,,,,335,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001861,"칼국수면, 생것",S,국가표준식품성분표,,농진청('13),,곡류 및 그 제품,,"칼국수면, 생것",,,,,,,100g,303,27.8,7.25,0.87,1.06,63.02,1.56,1.7,15,0.41,50,93,327,0,0,0,0.035,0,0.195,0.25,0,,0.25,0,0.025,0.17,0,0.021,0.22,14,,0.218,0,0,0.01,0,0,0,0,0,0.15,0,0,0,0,0,0,0,,1.56,,,0,0,,0,0.58,,2.78,0,5.68,0,0,0,0,,,461.04,,,7.31,,,,,0,,28.42,,0,0,0,,,74.95999999999999,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,254,,491,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001862,"칼국수면, 말린것",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"칼국수면, 말린것",,,,,,,100g,364,11.3,10.47,1.03,3.38,73.81,2.13,2.1,20,0.63,78,157,1338,0,0,0,0.043,0.012,0.24,0,0,,0.31,0,0.031,0.209,0.75,0.026,0,17,,0.229,0,0,0.01,0,0,0,0,0,0.15,0,0,0,0,0,0,0,,1.91,,,0,0.22,,0,0.72,,4.4,0,6.97,0,0,0,0,,,563.08,,,10.44,,,,,0,,29.38,,0,0,0,,,100.38,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,385,,694,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001863,"빵, 건포도빵",S,국가표준식품성분표,,JAPAN('20),,곡류 및 그 제품,,"빵, 건포도빵",,,,,,,100g,263,35.7,8.199999999999999,3.5,1.5,51.1,-,2.2,32,0.9,86,210,400,Tr,Tr,1,0.11,0.05,1.2,(Tr),Tr,,(1.57),-,-,-,-,0.07000000000000001,(Tr),33,,0.42,-,-,0.5,0.4,0.1,0.4,0.2,-,-,-,-,(Tr),-,-,-,-,,-,,,-,-,,-,(1.55),,(8),(0),(0),(0),(0),(0),(0),,,(550),,,-,,,,,(0),,(26),,(4),(1),(0),,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,(290),,(580),,,,,,,,(300),,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001864,"빵, 곰보빵",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"빵, 곰보빵",,,,,,,100g,415,13.2,9.5,14.54,1.32,61.44,17.01,4.1,35,0.71,155,175,307,23,19,48,0.036,0.111,1.652,0,0,,6.08,0.11,1.22,0.432,17.94,-,0,40,,0.416,0,0,1.43,1.18,0.08,0.64,0.07000000000000001,0.42,0.36,0.15,0.06,-,0,-,0,2.05,,0.68,,,0.45,11.69,,2.14,7.67,,74.59999999999999,0,0,0,0,6.19,0,,,2062.23,,,91.45999999999999,,,,,3.65,,57.08,,4.67,0,0,,,5311.41,,,,,,,54.87,,,,,,,,,,,,,,,,,,,,,,365,,650,,,,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001865,"빵, 꽈배기",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"빵, 꽈배기",,,,,,,100g,320,36,6.17,13.8,1.19,42.78,8.48,1.7,12,0.53,97,55,393,0,0,0,0,0.041,0.464,0,0,,1.41,0.09,0.36,0.104,0.32,0.026,0,13,,0.353,0,0,1.64,1.26,0,3.79,0,0,0,0,0,0,0,0,0,1.2,,0,,,0,6.25,,1.03,11.9,,214.86,84.33,21.41,0,0,0,0,,,3267.95,,,378.52,,,,,0,,1000.42,,12.97,0,0,,,6884.66,,,,,,,10.89,,,,,,,,,,,,,,,,,,,,,,388,,494,,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001866,"빵, 난",S,국가표준식품성분표,,JAPAN('20),,곡류 및 그 제품,,"빵, 난",,,,,,,100g,257,37.2,10.3,3.4,1.5,47.6,-,2.0,11,0.8,77,97,530,(0),(0),0,0.13,0.06,1.3,(0),(0),,-,-,-,-,-,0.05,(0),36,,0.55,-,-,0.7,0.6,0.1,0.7,0,-,-,-,-,(0),-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001867,"빵, 도넛, 링",S,국가표준식품성분표,,식약('96),,곡류 및 그 제품,,"빵, 도넛, 링",,,,,,,100g,426,24.9,7.3,26,1.2,40.6,-,-,28,1.1,120,73,360,13,12,12,0.09,0.11,1.4,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001868,"빵, 또띠아, 밀",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"빵, 또띠아, 밀",,,,,,,100g,303,31.5,8.25,6.89,1.27,52.1,2.29,2.2,14,0.55,75,95,421,0,0,0,0.052,0.031,0.076,0,0,,1.75,0.06,0.06,0.016,3.93,0.011,0,14,,0.177,0,0,0.45,0.26,0.13,0.42,0.11,0.13,0.68,0.23,0.04,11.19,11.19,0,0,0.3,,1.66,,,0,0.33,,0,4.71,,34.85,0,0,0,0,0,1.81,,,2133.31,,,56.73,,,,,0,,70.64,,3.82,0,0,,,2394.97,,,,,,,8.31,,,,,,,,,,,,,,,,,,,,,,300,,523,,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001869,"빵, 롤빵, 소프트",S,국가표준식품성분표,,JAPAN('20),,곡류 및 그 제품,,"빵, 롤빵, 소프트",,,,,,,100g,309,30.7,10.1,9.0,1.6,48.6,6.4,2.0,44,0.7,97,110,490,1,(0),15,0.10,0.06,1.3,(0),0.1,,4.02,-,-,-,-,0.03,(Tr),38,,0.61,-,-,0.6,0.5,0.1,0.7,0.2,-,-,-,-,(Tr),-,-,-,2.7,,1.3,,,0.4,0.2,,1.8,4.12,,26,0,0,0,0,0,-,,,1100,,,83,,,,,7,,120,,3,3,0,,,2700,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,350,,690,,,,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001870,"빵, 마늘빵",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"빵, 마늘빵",,,,,,,100g,438,14.9,10.73,20.72,1.56,52.1,7.62,3,80,0.86,90,113,483,18,15,40,0.109,0.066,2.956,0,0,,10.14,0.12,-,-,0.6899999999999999,0.024,0,32,,0.264,0,0,1.45,1.04,0.07000000000000001,1.1,0.3,0.77,0.53,0.17,0.04,0,0,0,0,0.45,,1.39,,,0,5.54,,0.23,8.5,,27.68,0,3.13,0,0,0,0,,,2583.08,,,144.63,,,,,0,,192.88,,5.03,0,2.19,,,5456.92,,,,,,,45.69,,,,,,,,,,,,,,,,,,,,,,361,,753,,,,,,,,399,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001871,"빵, 머핀",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"빵, 머핀",,,,,,,100g,415,21.4,5.18,21.21,1.35,50.91,25.74,1.5,45,0.61,257,103,460,15,15,0,0.036,0.209,0.209,0,0,,4.02,0.12,0.183,0.026,7.91,0.058,0.2,27,,0.388,0,0,2.38,1.99,0,3.51,1.34,0,0,0,0,0,0,0,0,0,,0,,,0,25.4,,0.35,16.48,,116.15,87.78,0,0,0,7.53,0,,,9895.950000000001,,,319.24,,,,,0,,1155.29,,11.38,0,0,,,4825.24,,,,,,,50.44,,,,,,,,,,,,,,,,,,,,,,186,,414,,,,,,,,187,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001872,"빵, 모닝빵",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"빵, 모닝빵",,,,,,,100g,316,26,9.06,4.91,1.04,58.99,11.33,2.1,33,0.68,88,114,260,6,5,16,0,0.133,1.527,0,0,,2.33,0.03,1.188,0.339,7.98,-,0,48,,0.266,0,0,0.67,0.51,0.06,0.31,0.07000000000000001,0.25,0.4,0.09,0.05,-,0,-,0,3.39,,0.84,,,0.46,4.39,,2.25,2.33,,13.43,0,0,0,0,0,0,,,865.64,,,41.04,,,,,0,,65.98,,1.92,0,0,,,1325.68,,,,,,,6.07,,,,,,,,,,,,,,,,,,,,,,312,,633,,,,,,,,338,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001873,"빵, 모카빵",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"빵, 모카빵",,,,,,,100g,354,19.7,8.31,7.53,1.17,63.29,15.43,1.4,26,0.77,93,161,316,28,25,31,0.054,0.117,1.489,0,0,,3.63,0.08,0.973,0.516,0,-,0,45,,0.426,0,0,0.8100000000000001,0.64,0.05,0.58,0.16,0.21,0.43,0.06,0.04,-,0,-,0,3.27,,0,,,0.31,8.58,,3.27,3.46,,15.33,0,0,0,0,7.84,0,,,1224.46,,,62.71,,,,,1.69,,79.40000000000001,,3.38,2.88,0,,,2004.25,,,,,,,38.16,,,,,,,,,,,,,,,,,,,,,,291,,569,,,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001874,"빵, 바게트",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"빵, 바게트",,,,,,,100g,284,28.5,9.140000000000001,1.11,1.83,59.45,2.81,2.8,17,0.92,101,98,446,0,0,0,0.082,0.076,1.124,0,0,,0.33,0.01,-,-,0.44,0.046,0,58,,0.587,0,0,0.53,0.44,0,0,0,0.3,0,0,0,0,0,0,0,0.67,,1.84,,,0,0.12,,0.19,0.7,,4.46,0,0,0,0,0,0,,,494.96,,,6.77,,,,,0,,29.48,,0,0,0,,,153.82,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,439,,563,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001875,"빵, 베이글",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"빵, 베이글",,,,,,,100g,291,28.9,9.32,2.55,1.68,57.59,5.04,2.6,58,1.37,91,61,565,0,0,0,0.2,0.046,2.101,0,0,,0.96,0.01,-,-,2.44,0.038,0,48,,0.251,0,0,0.54,0.47,0,0.67,0,0,0,0,0,0,0,0,0,1.26,,2.63,,,0,0.32,,0.84,1.55,,6.33,0,0,0,0,0,0,,,831.26,,,12.58,,,,,0,,26.37,,0,0,0,,,664.52,,,,,,,2.76,,,,,,,,,,,,,,,,,,,,,,330,,631,,,,,,,,340,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-001876,"빵, 붕어빵, 팥",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"빵, 붕어빵, 팥",,,,,,,100g,254,43.5,4.81,6.44,1.13,44.17,11.97,1.5,17,0.78,49,144,276,2,0,22,0.025,0.041,1.265,0,0,,3.49,0.03,0.976,0.289,0,-,0,15,,0,0,0,0.49,0.38,0.05,0.23,0.34,0.14,0.22,0.11,0.05,-,0,-,0,0,,1.07,,,0.34,10.57,,0,2.63,,9.859999999999999,0,0,0,0,0,0,,,633.3200000000001,,,47.39,,,,,0,,35.7,,1.63,0,0,,,1887.57,,,,,,,7.36,,,,,,,,,,,,,,,,,,,,,,195,,363,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,,
