식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1회 섭취참고량,식품중량,품목제조보고번호,제조사명,수입업체명,유통업체명,수입여부,원산지국코드,원산지국명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,카페인(mg)
STD-DB10_2-000035,"밀, 팬케이크가루",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"밀, 팬케이크가루",,,,,,,100g,384,6.3,7.75,3.79,2.53,79.63,29.14,2,162,0.27,377,158,827,2,2,8,0.093,0.49,0.16,0,0,,1.75,0.01,0.16,0,2.87,0,0.16,14,,0.418,0,0,0.8,0.55,0.17,0.19,0.06,0.36,0.86,0.09,0.03,0,0,0,0,0,,0.62,,,0.52,26.03,,1.97,1.79,,8.19,0,0,0,0,0,0,,,633.55,,,25.37,,,,,0,,28.04,,0,0,0,,,1083.29,,,,,,,2.39,,,,,,,,,,,,,,,,,,,,,,348,,542,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000036,"마카로니, 말린것",S,국가표준식품성분표,,농진청('19),,곡류 및 그 제품,,"마카로니, 말린것",,,,,,,100g,380,10.7,12.98,1.53,0.71,74.13,2.05,2.7,24,1.8,167,195,7,0,0,0,0.135,0.048,1.777,0,0,,0.36,0,-,-,0.16,0.034,0,29,,0.606,0,0,0.39,0.23,0.11,0.19,0,0.28,0,0,0,0,0,0,0,0.1,,1.57,,,0,0.27,,0.11,0.9,,5.75,0,0,0,0,0,0,,,659.9400000000001,,,9.710000000000001,,,,,0,,44.58,,0,0,0,,,176.27,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,375,,901,,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000037,"에그누들, 말린것",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"에그누들, 말린것",,,,,,,100g,387,7.6,13.78,2,2.7,73.97,1.63,1.9,25,1.11,138,508,657,8,0,93,0.114,0.131,0.545,0,0,,0.49,0.02,0.545,0,3.89,0.044,0.05,18,,0.493,0,0,0.22,0.15,0.1,0.02,0,0.04,0,0,0,0,0,0,0,0,,1.09,,,0,0.47,,0.07000000000000001,1.16,,8.390000000000001,0,4.75,0,0,0,0,,,801.26,,,19.11,,,,,6.82,,42.16,,1.97,0,0,,,266.27,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,,,450,,972,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000038,"보리, 겉보리",S,국가표준식품성분표,,농진청('20),,곡류 및 그 제품,,"보리, 겉보리",,,,,,,100g,349,11.8,8.75,1.67,0.9,76.89,0.92,10.9,33,1.84,207,223,3,0,0,2,0.222,0.02,1.302,0,0,,0.47,0,0.382,0.92,1.37,0.092,0,31,,0.243,0,0,0.49,0.28,0.02,0.1,0.01,0.63,0.11,0.15,0.01,0,0,0,0,0.09,,0.1,,,0,0.73,,0,0.88,,6.45,0,1.37,0,0,0,0,,,677.04,,,7.75,,,,,0,,44.66,,0,0,0,,,142.79,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,366,,627,,,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000039,"보리, 맥주보리, 두산8호",S,국가표준식품성분표,,농진청('05),,곡류 및 그 제품,,"보리, 맥주보리, 두산8호",,,,,,,100g,352,10,10,1,1,78,-,-,24,1.7,129,270,18,0,0,0,0.27,0.07000000000000001,1.4,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000040,"보리, 쌀보리",S,국가표준식품성분표,,농진청('20),,곡류 및 그 제품,,"보리, 쌀보리",,,,,,,100g,341,13.7,8.66,1.66,0.9,75.04000000000001,0.51,12.5,38,2.28,203,275,5,0,0,1,0.153,0.05,1.187,0,0,,0.45,0,0.354,0.833,1.04,0.039,0,23,,0.244,0,0,0.51,0.19,0.02,0.05,0,0.96,0.25,0.27,0.02,0,0,0,0,0.03,,0.08,,,0,0.39,,0,0.93,,7.87,0,1.51,0,0,0,0,,,725.3099999999999,,,8.59,,,,,0.28,,51.12,,1.08,0,0,,,132.5,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,337,,613,,,,,,,,303,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000041,"보리, 가루",S,국가표준식품성분표,,농진청('14),,곡류 및 그 제품,,"보리, 가루",,,,,,,100g,357,9.5,11.16,1.83,1.03,76.48,0.3,12.8,35,2.44,209,287,20,0,0,0,0.39,0.119,3.702,0,0,,0.5600000000000001,0,3.675,0.027,18.5,-,0,19,,0,0,0,0.64,0.23,0,0.1,0,1.29,0.33,0.43,0.1,0,0,0,0,0,,0,,,0,0,,0,1.23,,11.45,0,0,0,0,0,0,,,949.24,,,12.53,,,,,0.66,,69.14,,1.86,0,0,,,177.83,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,390,,764,,,,,,,,347,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000042,"보리, 엿기름",S,국가표준식품성분표,,농진청('14),,곡류 및 그 제품,,"보리, 엿기름",,,,,,,100g,358,8.800000000000001,14.65,2.71,2.16,71.68000000000001,10.24,20.4,48,8.630000000000001,424,289,10,6,0,74,0.805,0.391,5.144,0,6.55,,0.67,0,5.002,0.142,0,-,0,194,,1.563,6.55,0,1.47,0.9,0,0.28,0,1.78,0.12,0.64,0,-,13.656,-,0,0.49,,3.91,,,0,3.12,,2.72,1.93,,23.32,0,5.44,0,0,0,0,,,1403.73,,,21.15,,,,,3.82,,171.48,,6.26,0,0,,,278.81,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,490,,925,,,,,,,,450,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000043,수수,S,국가표준식품성분표,,농진청('19),,곡류 및 그 제품,,수수,,,,,,,100g,374,10.2,11.67,3.01,1.51,73.63,0.46,6.4,8,2.84,302,367,6,0,0,0,0.429,0.026,1.595,0,0,,0.44,0,1.258,0.337,0,0.39,0,31,,0.314,0,0,0.45,0.39,0,0.62,0,0,0,0,0,0,0,0,0,0,,0,,,0,0.39,,0.07000000000000001,1.86,,6.77,0,3.76,0,0,0,0,,,801.16,,,38.19,,,,,1.27,,57,,0,0,0,,,944.6900000000001,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,299,,1498,,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000044,"수수, 찰수수",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"수수, 찰수수",,,,,,,100g,368,11.8,10.94,3.17,1.53,72.54000000000001,0.75,6.3,8,2.28,322,399,3,1,0,7,0.444,0.032,2.047,0,0,,0.49,0,1.516,0.531,3.4,0.336,0,37,,0.399,0,0,0.36,0.25,0,0.98,0,0.05,0,0,0,0,0,0,0,0.03,,0,,,0,0.61,,0.11,2.43,,7.27,0,1.92,0,0,0,0,,,1346.56,,,32.26,,,,,1.32,,61.96,,0,0,0,,,970,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,291,,1357,,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000045,"수수, 통수수",S,국가표준식품성분표,,농진청('93),,곡류 및 그 제품,,"수수, 통수수",,,,,,,100g,360,8.699999999999999,10.5,3.1,1.2,76.5,-,-,10,2.1,191,524,4,0,0,0,0.32,0.11,2,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000046,"아마란스, 노란색, 말린것",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"아마란스, 노란색, 말린것",,,,,,,100g,383,6.9,17.09,5.94,2.8,67.27,1.65,13.8,252,9.789999999999999,662,615,0,5,0,57,0.752,0.073,0.127,4.04,-,,1.32,0,0,0.127,2.38,-,0,122,,0,-,-,1.54,0.7,1.67,0,0.16,0,0,0.02,0,0,25.9,0,0,0.04,,0,,,0,1.22,,0.37,3.98,,14.6,0,0,0,0,0,0,,,2166.12,,,72.7,,,,,0,,36.49,,0,0,0,,,1669.36,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1305,,982,,,,,,,,593,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000047,"아마란스, 빨간색, 말린것",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"아마란스, 빨간색, 말린것",,,,,,,100g,381,7.4,16.47,5.78,2.76,67.59,1.71,16.4,287,9.210000000000001,631,418,0,4,0,48,0.767,0.08699999999999999,0.073,3.57,-,,1.27,0,0,0.073,2.58,-,0,134,,0,-,-,2.24,1.31,1.85,0,0.12,0,0,0,0,0,24.87,0,0,0.04,,0,,,0,1.32,,0.33,3.96,,14.7,0,0,0,0,0,0,,,2212.19,,,70.66,,,,,0,,30.8,,0,0,0,,,1616.14,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1347,,847,,,,,,,,504,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000048,"옥수수, 단옥수수",S,국가표준식품성분표,,농진청('20),,곡류 및 그 제품,,"옥수수, 단옥수수",,,,,,,100g,118,70.40000000000001,4.01,1.5,0.73,23.39,4.91,3.1,3,0.75,105,261,0,1,0,13,0.191,0.089,2.2,6.53,0,,0.25,0.01,-,-,1.46,0.521,0,58,,1.062,0,0,0.37,0.3,0,0.44,0.01,0.1,0,0.13,0,0,0,0,0,0.63,,0.39,,,0,3.54,,0.35,1.07,,4.98,0,1.07,0,0,0,0,,,538.87,,,8.640000000000001,,,,,0.6,,19.82,,0.85,0,0,,,496.2,,,,,,,0.86,,,,,,,,,,,,,,,,,,,,,,132,,344,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000049,"옥수수, 메옥수수",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"옥수수, 메옥수수",,,,,,,100g,178,55.3,5.34,2.06,1.04,36.26,0.31,4.9,4,1.01,157,270,0,0,0,3,0.484,0.089,2.283,5.43,0,,0.39,0.01,0,2.283,0,-,0,88,,0.318,0,0,0.57,0.42,0,0.9399999999999999,0,0.18,0,0.19,0,0,0,0,0,0.02,,0,,,0,0.07000000000000001,,0.22,1.58,,7.66,0,0,0,0,0,0,,,920.99,,,16.57,,,,,0,,25.6,,0,0,0,,,601.5599999999999,,,,,,,1.51,,,,,,,,,,,,,,,,,,,,,,188,,1181,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000050,"옥수수, 찰옥수수",S,국가표준식품성분표,,농진청('20),,곡류 및 그 제품,,"옥수수, 찰옥수수",,,,,,,100g,141,64,4.79,1.4,0.83,28.96,3.42,4.8,5,0.82,133,303,0,1,0,7,0.268,0.078,2.6,6.17,0,,0.31,0.01,-,-,0.9399999999999999,0.473,0,63,,0.677,0,0,0.29,0.21,0,0.29,0,0.16,0,0.09,0.01,0,0,0,0,0.74,,0.04,,,0,1.81,,0.83,0.91,,4.38,0,0.65,0,0,0,0,,,546.51,,,7.94,,,,,0.71,,21.04,,0.59,0,0,,,327.49,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,159,,489,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000051,"옥수수, 가루",S,국가표준식품성분표,,농진청('14),,곡류 및 그 제품,,"옥수수, 가루",,,,,,,100g,364,8.1,7.32,0.97,0.31,83.3,0.54,1.9,5,0.73,52,105,2,32,0,379,0.007,0.027,2.385,0,0,,0.25,0,0.829,1.556,0,-,0,25,,0,0,0,0.18,0.08,0,0.15,0,0.28,0,0.85,0,0,0,0,0,0.15,,0,,,0,0.28,,0.11,0.7000000000000001,,2.14,0,0,0,0,0,0,,,504.09,,,7.69,,,,,0,,23.55,,0,0,0,,,161.04,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,197,,1067,,,,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000052,"옥수수, 통조림, 가당",S,국가표준식품성분표,,농진청('17),,곡류 및 그 제품,,"옥수수, 통조림, 가당",,,,,,,100g,105,73.8,2.07,0.73,0.99,22.45,4.17,1.3,2,0.35,63,200,206,1,0,14,0,0.118,1.121,4.75,0,,0.11,0,0,1.121,3.74,-,0,54,,0,0,0,0.32,0.23,0,0.44,0,0.16,0,1.09,0,0,0,0,0,0.17,,0.07000000000000001,,,0,3.67,,0.26,0.41,,1.42,0,0,0,0,0,0,,,253.35,,,0,,,,,0,,14.64,,0,0,0,,,136.29,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,79,,237,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000053,옥수수묵,S,국가표준식품성분표,,농진청('01),,곡류 및 그 제품,,옥수수묵,,,,,,,100g,55,86,1.1,0,0.3,12.6,-,-,154,0.7,7,4,28,-,-,-,0.02,0.01,0.2,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000054,"옥수수 샐러드, 콘샐러드",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"옥수수 샐러드, 콘샐러드",,,,,,,100g,129,75,1.78,6.42,0.88,15.96,8.76,0.9,2,0.26,32,105,259,30,7,287,0,0.04,0.493,0,0,,1.09,0.07000000000000001,0.051,0.442,0.41,0.017,0,31,,0.354,0,0,1.12,0.83,0,2.65,0,0.09,0,0.75,0,7.08,7.08,0,0,0.39,,0,,,0,7.93,,0.45,5.17,,50.26,0,0,0,0,2.78,0,,,3268.87,,,93.61,,,,,8.34,,327.82,,0,0,0,,,1409.63,,,,,,,3.13,,,,,,,,,,,,,,,,,,,,,,40,,108,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000055,율무,S,국가표준식품성분표,,농진청('19),,곡류 및 그 제품,,율무,,,,,,,100g,380,10.9,14.95,5.25,1.23,67.63,0.97,4.7,14,5.41,345,285,4,0,0,0,0.127,0.046,1.671,0,0,,0.74,0,-,-,0.35,0.128,0,41,,0.371,0,0,0.57,0.08,0,4.09,0.39,0.24,0,1.88,0.25,0,0,0,0,0.1,,0,,,0,0.75,,0.12,3.65,,9.91,0,0,0,0,0,0,,,1685.81,,,30.16,,,,,0,,24.81,,0,0,0,,,1889.75,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,280,,1946,,,,,,,,543,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000056,"율무, 밥",S,국가표준식품성분표,,농진청('19),,곡류 및 그 제품,,"율무, 밥",,,,,,,100g,172,59.7,7.1,2.35,0.53,30.34,0.15,1.9,6,2.45,169,105,2,0,0,0,0.042,0.036,0.757,0,0,,0.32,0,-,-,0.13,0.036,0,12,,0.271,0,0,0.26,0.04,0,1.85,0.18,0.11,0,0.85,0.11,0,0,0,0,0,,0,,,0,0.15,,0,1.56,,4.49,0,0,0,0,0,0,,,712.37,,,13.03,,,,,0,,10.62,,0,0,0,,,821.02,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,166,,881,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000057,"잡곡, 현미, 찹쌀, 현미찹쌀, 보리 등",S,국가표준식품성분표,,농진청('15),,곡류 및 그 제품,,"잡곡, 현미, 찹쌀, 현미찹쌀, 보리 등",,,,,,,100g,358,13.5,9.789999999999999,2.09,1.22,73.40000000000001,0.93,6.2,27,1.66,234,366,4,0,0,5,0.187,0.078,3.052,0,0,,0.46,0,2.61,0.442,45.52,-,0,55,,0.068,0,0,0.92,0.67,0,0.84,0,0.5600000000000001,0,0.16,0,0,0,0,0,0,,0,,,0,0.76,,0.17,1.54,,5.95,0,0,0,0,0,0,,,951.97,,,24.7,,,,,0,,104.32,,0,0,0,,,447.66,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,267,,466,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000058,"조, 메조",S,국가표준식품성분표,,농진청('19),,곡류 및 그 제품,,"조, 메조",,,,,,,100g,373,11.2,11.48,3.91,1.68,71.7,0.71,6,23,3.45,335,304,6,1,0,14,0.874,0.133,0.793,0.08,0,,0.6899999999999999,0.01,0.369,0.424,5.75,0.134,0,65,,1.592,0,0,1.11,0.85,0,2.45,0.04,0.05,0,0.07000000000000001,0,0,0,0,0,0,,0,,,0,0.6899999999999999,,0.02,2.95,,10.49,0,1.98,0,0,0,0,,,2366.71,,,14.48,,,,,3.55,,108.49,,2.72,0,0,,,438.78,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,293,,1317,,,,,,,,435,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000059,"조, 차조",S,국가표준식품성분표,,농진청('21),,곡류 및 그 제품,,"조, 차조",,,,,,,100g,370,11.9,10.95,3.85,1.65,71.69,0.89,4.9,23,3.68,329,335,4,1,0,16,0.896,0.098,0.921,0,0,,0.58,0.01,0.521,0.4,4.33,0.145,0,66,,1.015,0,0,1.19,0.9399999999999999,0,2.4,0,0.05,0,0.09,0,0,0,0,0,0,,0,,,0,0.8100000000000001,,0.08,2.9,,11.56,0,0.76,0,0,0,0,,,2322.63,,,16.47,,,,,4.39,,120.15,,2.94,0,0,,,414.47,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,281,,1178,,,,,,,,403,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000060,"찹쌀, 백미",S,국가표준식품성분표,,농진청('20),,곡류 및 그 제품,,"찹쌀, 백미",,,,,,,100g,363,13.7,6.64,0.99,0.46,78.17,0.29,1.2,7,0.34,101,104,1,0,0,0,0.417,0.003,1.419,0,0,,0.24,0,1.419,0,0.95,0.076,0,15,,0.429,0,0,0.49,0.44,0.02,0.04,0,0.12,0,0.2,0.03,0,0,0,0,0,,0,,,0,0.27,,0.02,0.62,,2.96,0,0.31,0,0,0,0,,,339.7,,,9.220000000000001,,,,,0,,14.19,,0,0,0,,,255.34,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,225,,326,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000061,"찹쌀, 현미",S,국가표준식품성분표,,농진청('20),,곡류 및 그 제품,,"찹쌀, 현미",,,,,,,100g,356,13.7,7.28,2.29,1.26,75.52,0.9,5.2,12,1.19,301,266,1,0,0,1,0.296,0.018,2.232,0,0,,0.5,0,2.232,0,1.92,0.283,0,27,,0.655,0,0,1.2,0.95,0.05,0.08,0,0.72,0,0.66,0.08,0,0,0,0,0,,0,,,0,0.9,,0,1.54,,9.82,0,1.42,0,0,0,0,,,752.5,,,21.25,,,,,0,,30.53,,0,0,0,,,725.45,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,,268,,372,,,,,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000062,"다식, 검정깨",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"다식, 검정깨",,,,,,,100g,455,8.6,13.99,20.69,3.54,53.23,13.32,9.1,958,5.35,535,377,6,1,0,10,0.265,0.178,3.974,0,0,,3.11,0.02,3.141,0.833,3.01,0.198,0,109,,0.162,0,0,1.24,0.14,0,10.38,0.26,0.18,0,0.08,0,0,0,0,0,0,,9.48,,,0,0.82,,3.03,15.51,,34.83,0,2.77,0,0,0,0,,,7827.03,,,165.43,,,,,0,,93.12,,7.07,0,0,,,7356.25,,,,,,,7.46,,,,,,,,,,,,,,,,,,,,,,637,,910,,,,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000063,"다식, 송화",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"다식, 송화",,,,,,,100g,352,12.8,5.99,1.5,1.11,78.61,52.74,24.1,8,2.27,135,436,10,0,0,5,0.231,0.281,6.806,3.54,0,,0.37,0,-,-,3.36,0.099,0,204,,0.35,0,0,0.21,0.2,0.02,0.07000000000000001,0.02,0,0,0.02,0,0,0,0,0,28.71,,0,,,0,7.96,,16.06,0.75,,2.09,0,0,0,0,0,0,,,396.94,,,12.91,,,,,0,,26.12,,1.51,0,0,,,313.62,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,148,,464,,,,,,,,215,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000064,"퀴노아, 쪄서 말린것",S,국가표준식품성분표,,농진청('16),,곡류 및 그 제품,,"퀴노아, 쪄서 말린것",,,,,,,100g,363,12.5,9.56,3.26,2.02,72.62,1.34,7.7,63,3.54,308,645,0,0,0,4,0.953,0.219,1.989,1.23,0,,0.4,0.03,1.908,0.081,0,-,0,105,,0.887,0,0,0.26,0.16,0,0.65,0.02,0.1,0,0,0,0,0,0,0,0,,0,,,0,1.34,,0,2.69,,51.37,0,9.08,4.52,0,0,0,,,1646.4,,,36.7,,,,,0,,188,,6.37,0,0,,,684.63,,,,,,,2.62,,,,,,,,,,,,,,,,,,,,,,520,,618,,,,,,,,752,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000065,"피, IEC525(NO.5)",S,국가표준식품성분표,,농진청('10),,곡류 및 그 제품,,"피, IEC525(NO.5)",,,,,,,100g,376,9.4,8.5,4.6,3.6,73.90000000000001,-,-,39,3.2,497,617,10,0,0,0,1.67,0.26,3.5,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000066,"호밀, 통호밀",S,국가표준식품성분표,,농진청('01),,곡류 및 그 제품,,"호밀, 통호밀",,,,,,,100g,334,10.1,15.9,1.5,1.8,70.7,-,-,10,6.4,378,501,2,-,-,-,0.26,0.16,1.8,0,-,,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,,,-,-,,-,-,,-,-,-,-,-,-,-,,,-,,,-,,,,,-,,-,,-,-,-,,,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000067,"호밀, 가루",S,국가표준식품성분표,,농진청('22),,곡류 및 그 제품,,"호밀, 가루",,,,,,,100g,365,9,9.4,1.82,1.63,78.16,1.24,14.2,40,3.03,353,520,1,1,0,11,0.21,0.11,0.982,0,0,,0.35,0,-,-,2.57,0.08699999999999999,0,81,,0.654,0,0,1.23,0.71,0.07000000000000001,0.39,0,1.28,1.12,0,0,0,0,0,0,0,,0,,,0,1.24,,0,1.22,,15.26,0,0,0,0,0,0.43,,,866.45,,,16.11,,,,,0,,103.26,,1.05,0,0,,,214.25,,,,,,,0.57,,,,,,,,,,,,,,,,,,,,,,436,,563,,,,,,,,311,,,,,,,,,,,,,,,,,,,,,,,,,
STD-DB10_2-000068,"감자, 대지",S,국가표준식품성분표,,농진청('13),,감자류 및 전분류,,"감자, 대지",,,,,,,100g,67,81.90000000000001,2.01,0.04,0.97,15.08,0,2.7,9,0.58,33,412,1,0,0,0,0.06,0.027,0.314,10.51,0,,0.03,0,-,-,0,-,0,22,,0.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0.01,,0,0,0,0,0,0,0,,,8.67,,,0,,,,,0,,1.84,,0,0,0,,,1.94,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,56,,102,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,
