식품명,총개수,유효개수,제거개수,대표행 필터통과
볶음밥,2,0,2,FALSE
볶음밥_참치,2,0,2,FALSE
북어찜,2,0,2,FALSE
북어채무침,2,0,2,FALSE
불고기전골_간편조리세트_서울식불고기전골,2,0,2,FALSE
빙수_망고 눈꽃빙수,2,0,2,FALSE
빙수_옛날 컵빙수,2,0,2,FALSE
삼각김밥_참치마요네즈,2,0,2,FALSE
새우구이,2,0,2,FALSE
샌드위치_잉글리쉬 머핀 샌드위치,2,0,2,FALSE
샌드위치_잠봉뵈르 샌드위치,2,0,2,FALSE
샌드위치_크로크 무슈,2,0,2,FALSE
샌드위치_햄치즈 샌드위치,2,0,2,FALSE
샐러드_감자,2,0,2,FALSE
샐러드_단호박,2,0,2,FALSE
섞어찌개(모듬찌개),2,0,2,FALSE
소고기 국밥_내장,2,0,2,FALSE
소고기볶음_채소,2,0,2,FALSE
수육_소고기,2,0,2,FALSE
순대볶음_간편조리세트_신림동 백순대볶음,2,0,2,FALSE
스무디_리얼초코 프라페,2,0,2,FALSE
스무디_블루베리 스무디 (L),2,0,2,FALSE
스무디_유자스무디,2,0,2,FALSE
스무디_초코 쉐이크,2,0,2,FALSE
스파게티_토마토소스,2,0,2,FALSE
스프_양송이버섯,2,0,2,FALSE
시금치나물_고추장,2,0,2,FALSE
시루떡,2,0,2,FALSE
